27,1,7,11,1,6,1,1,1,35,1,2
20,1,2,10,3,11,2,1,2,20,1,2
49,1,2,10,1,13,3,2,2,40,1,1
61,3,4,9,1,13,3,1,2,40,1,2
27,1,2,10,3,11,2,1,1,40,1,2
19,1,2,10,3,12,2,1,2,30,21,2
45,1,7,11,3,9,4,1,1,40,1,1
70,1,2,10,3,14,5,1,2,40,1,2
31,1,4,9,3,4,6,5,1,30,1,2
22,1,2,10,1,12,3,1,2,24,1,2
36,1,4,9,5,12,6,1,1,24,1,2
64,1,3,7,1,13,3,1,2,40,1,2
47,5,2,10,2,6,6,1,1,38,21,2
34,1,4,9,3,6,4,1,1,40,1,2
33,1,1,13,3,10,5,2,1,40,16,2
21,1,4,9,3,13,2,1,2,35,1,2
48,1,4,9,1,13,3,1,2,46,1,2
23,1,1,13,3,8,4,1,2,40,1,2
71,2,2,10,4,11,6,5,2,2,1,2
29,1,4,9,2,13,4,1,2,60,1,2
42,1,1,13,4,12,5,5,2,50,1,2
25,1,4,9,3,12,6,1,1,40,1,2
44,3,11,14,2,10,6,2,1,40,1,2
28,1,4,9,3,10,4,2,1,40,3,2
45,2,11,14,1,11,3,1,2,40,1,1
36,1,2,10,2,12,6,1,1,40,21,2
39,4,6,12,3,10,4,1,2,42,1,2
46,6,11,14,5,2,6,1,2,40,1,2
18,1,3,7,3,8,2,1,2,16,1,2
66,5,7,11,5,9,4,1,1,20,1,2
27,1,4,9,3,12,4,1,2,40,1,2
28,6,4,9,1,2,3,1,2,40,1,2
51,1,2,10,1,11,3,1,2,40,1,1
27,1,1,13,3,13,4,1,2,50,1,2
28,6,1,13,1,9,3,1,2,40,1,1
27,1,4,9,6,11,6,1,1,25,1,2
21,1,4,9,3,13,2,5,2,40,1,2
34,1,4,9,3,8,4,5,2,40,1,2
18,1,4,9,3,12,2,1,2,12,1,2
33,1,1,13,1,9,3,1,2,65,1,2
44,5,2,10,1,10,3,5,2,38,1,1
43,1,2,10,2,6,4,1,1,40,1,2
30,1,2,10,3,13,4,5,2,45,1,2
40,1,9,4,1,7,3,1,2,40,21,1
37,4,2,10,1,6,3,1,2,42,1,1
34,1,4,9,1,6,3,5,2,40,1,2
41,2,1,13,2,10,4,1,1,40,1,2
31,1,11,14,1,9,1,1,1,50,1,2
58,6,14,16,1,9,3,1,2,1,1,1
38,1,2,10,2,7,4,5,1,28,1,2
24,1,2,10,1,7,3,1,2,40,1,2
41,5,1,13,1,13,3,5,2,40,1,2
47,1,2,10,1,14,3,1,2,45,1,2
41,4,1,13,1,14,3,1,2,24,1,2
23,1,15,3,1,4,5,1,2,40,21,2
36,1,2,10,2,13,4,1,2,40,1,2
40,4,11,14,3,10,4,1,1,55,1,1
35,1,11,14,1,9,5,1,2,40,1,1
24,2,4,9,3,11,4,1,2,40,1,2
26,1,11,14,3,9,4,1,1,40,1,2
51,1,1,13,1,10,3,1,2,50,1,1
42,5,2,10,3,9,4,1,1,40,1,2
37,6,4,9,2,6,6,1,1,35,1,2
18,1,3,7,3,11,2,1,1,40,1,2
36,1,1,13,1,12,3,5,2,36,1,1
35,1,4,9,2,13,4,1,2,60,1,2
58,3,4,9,1,11,1,1,1,35,1,1
17,1,3,7,3,11,2,1,1,12,1,2
44,5,4,9,1,4,3,5,2,40,1,2
37,1,4,9,1,13,3,1,2,40,1,1
35,1,2,10,3,11,4,3,1,40,1,2
60,1,4,9,1,13,3,2,2,40,1,2
54,3,9,4,1,7,3,1,2,40,1,1
37,1,1,13,3,10,4,5,2,60,1,1
50,1,6,12,2,11,4,1,1,40,1,2
38,1,1,13,1,11,3,1,2,50,18,2
45,1,1,13,1,9,3,1,2,55,1,2
25,1,13,6,3,13,4,1,2,40,1,2
31,1,2,10,1,8,3,1,2,40,1,2
90,1,4,9,3,12,4,5,2,40,1,2
54,1,4,9,1,6,3,5,2,20,1,2
53,5,16,1,3,7,4,1,1,35,1,2
18,1,4,9,3,11,2,1,1,40,1,2
66,2,4,9,1,5,3,1,2,50,1,2
75,1,7,11,5,6,4,1,1,20,30,2
65,1,4,9,2,6,4,1,1,40,1,2
35,1,3,7,4,4,4,5,2,40,1,2
41,1,4,9,2,11,6,5,1,38,1,2
25,1,2,10,3,6,4,1,2,42,1,2
33,1,2,10,2,13,5,4,1,40,1,2
28,1,5,15,3,9,4,1,2,55,1,1
59,6,4,9,1,12,3,1,2,40,1,2
40,6,2,10,3,6,4,1,1,38,1,2
41,1,1,13,1,10,3,1,2,50,14,1
38,5,11,14,1,10,3,1,2,70,1,1
23,1,4,9,3,4,2,1,2,40,1,2
40,1,1,13,1,9,3,1,2,40,1,1
41,2,4,9,1,12,1,1,1,20,1,2
24,6,6,12,1,2,3,1,2,50,1,2
38,1,2,10,2,13,4,1,2,40,1,2
58,1,4,9,1,6,3,1,2,45,1,1
32,1,4,9,3,12,4,1,1,34,1,2
40,1,6,12,1,14,3,1,2,60,1,1
41,1,5,15,1,9,1,1,1,40,1,1
42,1,1,13,1,6,1,5,1,40,1,2
59,5,13,6,5,12,6,5,1,30,1,2
19,5,2,10,3,6,2,1,2,40,1,2
58,1,2,10,3,4,4,1,2,20,1,2
42,2,4,9,1,5,3,2,2,40,2,1
20,1,4,9,3,12,2,1,1,40,1,2
32,1,4,9,4,12,4,1,1,30,1,2
45,1,7,11,5,10,4,1,1,45,1,2
50,1,9,4,2,13,4,1,2,40,1,2
36,1,1,13,2,9,2,1,1,40,1,2
45,1,4,9,1,11,3,1,2,60,1,2
17,1,3,7,3,12,2,1,2,12,1,2
59,1,2,10,1,11,3,1,2,40,1,2
26,1,3,7,1,13,3,1,2,40,1,2
37,3,2,10,1,10,3,2,2,75,35,1
64,1,4,9,1,10,3,1,2,40,1,1
33,1,1,13,3,9,4,1,1,45,1,2
33,1,4,9,1,13,1,1,1,40,1,1
61,1,4,9,1,10,3,1,2,40,1,1
17,1,8,5,3,12,2,1,2,24,1,2
50,2,11,14,1,5,3,1,2,98,1,2
27,5,11,14,3,9,2,1,2,35,1,2
30,1,4,9,2,9,2,1,1,40,1,2
43,1,4,9,1,8,3,5,2,40,1,2
44,1,2,10,1,13,3,1,2,40,1,1
35,1,2,10,3,10,4,1,1,40,1,2
25,1,2,10,3,14,2,1,1,40,1,2
24,1,2,10,1,7,1,1,1,48,1,1
22,1,1,13,3,9,4,1,1,15,6,2
42,5,2,10,1,13,3,1,2,40,1,1
34,1,6,12,2,11,6,5,1,45,1,2
60,1,1,13,2,9,4,1,1,42,1,2
21,1,4,9,3,8,2,1,2,40,1,2
57,4,11,14,1,11,3,1,2,40,1,1
41,1,5,15,1,9,3,1,2,60,1,1
50,1,2,10,2,12,4,1,2,45,1,2
25,1,1,13,3,10,4,1,1,40,1,2
50,1,9,4,1,13,3,1,2,40,27,2
36,1,1,13,1,9,3,1,2,45,1,2
31,1,4,9,2,9,4,1,1,40,1,2
29,5,1,13,3,2,4,1,2,56,1,2
21,1,2,10,3,11,2,1,2,45,1,2
27,1,1,13,3,14,6,5,1,40,1,2
65,1,4,9,1,4,3,1,2,16,1,2
37,3,1,13,2,11,4,1,1,60,1,2
24,1,4,9,3,13,2,1,2,40,1,2
38,1,4,9,2,11,4,1,2,80,1,2
48,1,1,13,1,6,3,1,2,40,1,1
21,1,2,10,3,12,4,2,1,25,1,2
31,1,4,9,1,4,3,1,2,45,1,1
55,1,4,9,1,11,3,1,2,40,1,1
24,1,2,10,1,6,1,2,1,40,26,2
43,1,4,9,2,6,4,1,1,40,1,2
26,1,6,12,3,14,4,1,2,45,1,2
46,1,6,12,3,9,4,1,1,33,1,2
35,1,6,12,1,6,3,1,2,40,1,1
41,3,2,10,1,5,3,1,2,54,1,1
26,1,1,13,3,11,4,1,2,40,1,2
34,1,11,14,1,10,3,2,2,35,28,1
36,2,1,13,2,9,4,5,1,40,1,1
22,1,2,10,3,11,2,1,2,15,1,2
24,1,2,10,3,7,4,1,2,40,1,2
77,2,2,10,1,11,3,1,2,40,1,2
22,1,15,3,1,7,5,1,1,40,21,2
29,1,2,10,3,14,4,1,1,40,1,2
62,1,4,9,5,12,4,1,1,24,1,2
39,2,4,9,1,10,3,1,2,40,1,2
43,1,2,10,1,13,3,1,2,50,1,2
35,1,4,9,2,4,4,1,2,45,1,2
29,1,3,7,3,10,4,1,1,40,1,2
76,2,11,14,1,13,3,1,2,10,1,2
63,2,4,9,1,5,3,1,2,45,1,2
43,1,2,10,1,9,1,1,1,50,1,1
58,2,4,9,1,8,3,1,2,40,1,2
66,1,4,9,3,4,4,1,2,55,1,2
41,1,2,10,3,13,4,5,2,45,1,2
26,1,1,13,3,6,4,1,2,40,1,2
47,1,7,11,3,12,4,1,2,40,1,2
55,5,13,6,1,6,3,1,2,40,1,2
53,1,4,9,1,4,3,1,2,40,1,2
17,1,15,3,3,12,5,1,2,48,21,2
30,1,4,9,3,13,5,1,2,40,1,2
49,1,11,14,3,9,4,1,2,60,1,2
19,1,4,9,3,11,6,5,2,30,29,2
45,1,4,9,1,12,3,5,2,40,1,2
26,1,6,12,3,11,4,1,2,40,1,2
38,1,7,11,1,13,3,1,2,40,1,1
36,6,4,9,1,2,3,1,2,40,1,1
33,1,4,9,3,5,4,1,2,20,1,2
22,6,2,10,3,2,2,5,1,40,1,2
43,2,1,13,3,11,4,1,2,42,1,2
56,1,6,12,6,12,4,1,2,25,14,2
31,1,1,13,3,9,2,1,2,25,1,2
33,1,1,13,1,10,3,1,2,40,1,1
26,1,4,9,1,12,3,1,2,40,1,2
33,1,1,13,1,10,3,1,2,40,1,1
46,5,3,7,1,4,3,1,2,30,1,2
38,4,4,9,1,6,3,1,2,40,1,1
65,1,3,7,5,12,6,4,2,40,1,2
40,1,7,11,1,14,3,1,2,40,1,1
42,1,4,9,1,6,1,1,1,35,1,2
26,2,8,5,1,13,3,1,2,40,22,2
36,1,13,6,1,12,1,1,1,24,1,2
62,1,11,14,1,9,3,1,2,40,1,1
43,1,1,13,1,4,3,1,2,45,1,2
43,1,1,13,2,10,4,1,2,45,1,1
22,1,4,9,6,11,4,1,2,55,1,2
28,1,4,9,1,13,3,1,2,40,1,2
56,2,2,10,1,11,3,1,2,45,1,2
22,1,6,12,3,11,4,1,1,15,1,2
57,1,1,13,2,10,4,1,1,45,1,1
39,1,4,9,2,11,6,1,1,40,1,2
26,4,2,10,3,6,6,1,1,15,1,2
17,1,3,7,3,12,2,1,2,10,1,2
40,6,7,11,1,7,3,1,2,38,1,1
45,1,4,9,1,7,3,5,2,40,1,2
44,1,4,9,3,13,4,5,2,40,1,2
20,5,2,10,3,6,2,1,1,10,1,2
33,1,4,9,1,13,1,1,1,40,1,2
23,1,2,10,3,11,4,1,2,40,1,2
46,2,11,14,2,10,4,1,2,30,1,2
38,1,4,9,1,11,3,1,2,50,1,2
54,1,4,9,2,4,4,1,2,40,1,2
46,1,15,3,2,13,4,1,1,45,1,2
25,1,2,10,1,13,3,1,2,40,1,2
46,1,2,10,2,11,4,1,1,40,1,2
36,5,2,10,1,4,1,1,1,40,1,2
23,1,4,9,3,12,4,1,1,25,1,2
29,1,4,9,4,7,4,1,2,40,1,2
44,1,2,10,1,6,1,1,1,6,1,1
19,1,2,10,3,6,2,1,1,16,1,2
19,1,4,9,3,12,5,1,1,40,1,2
35,1,4,9,1,12,1,1,1,40,1,1
27,1,1,13,3,13,4,1,2,50,1,2
46,2,6,12,4,13,4,1,2,40,1,2
34,1,4,9,3,12,4,1,1,35,1,2
44,1,2,10,1,14,3,1,2,40,1,2
45,1,2,10,2,8,6,1,1,40,1,2
25,1,1,13,1,10,3,1,2,55,1,1
52,3,1,13,1,10,3,1,2,50,1,1
20,1,2,10,3,8,2,1,2,40,1,2
28,1,2,10,3,12,4,1,1,40,1,2
50,6,1,13,1,2,3,1,2,40,1,1
34,1,7,11,2,14,4,1,1,64,1,2
28,1,9,4,1,8,3,4,2,40,4,2
41,1,11,14,1,10,3,1,2,65,1,1
28,1,4,9,1,6,3,1,2,40,1,2
46,2,4,9,1,13,3,1,2,25,1,2
32,1,2,10,1,10,3,1,2,50,1,2
41,5,2,10,2,12,4,5,1,24,1,2
24,1,4,9,3,8,6,5,1,40,1,2
33,1,2,10,2,10,6,1,1,40,1,2
46,1,14,16,1,10,3,1,2,60,1,1
31,6,2,10,1,7,3,1,2,40,1,2
35,1,10,8,2,13,4,1,2,50,1,1
52,1,12,2,1,7,3,1,2,40,21,2
30,1,3,7,3,12,2,1,1,19,1,2
34,5,3,7,4,7,4,5,2,40,1,2
34,6,4,9,2,4,6,1,1,40,1,2
20,1,2,10,1,11,3,1,2,30,1,2
17,1,3,7,3,8,2,1,2,18,1,2
32,6,1,13,1,10,1,1,1,40,1,1
29,1,4,9,2,5,4,1,2,40,1,2
33,1,13,6,3,13,6,1,1,35,1,2
25,1,4,9,1,4,3,1,2,60,1,2
36,4,11,14,3,9,4,1,2,40,1,2
23,1,4,9,3,8,4,1,2,72,25,2
63,3,4,9,1,10,3,1,2,40,1,1
47,5,11,14,1,9,3,1,2,40,1,2
40,2,1,13,6,9,4,1,1,40,1,2
30,1,6,12,1,12,1,1,1,25,1,1
27,1,2,10,3,13,2,2,2,40,16,2
33,1,11,14,1,9,3,1,2,50,1,1
34,5,4,9,3,5,4,5,2,60,1,2
34,5,2,10,3,2,4,1,1,40,1,2
23,1,2,10,1,6,3,1,2,40,1,2
42,5,2,10,1,6,1,1,1,40,1,2
29,1,1,13,3,9,4,1,2,40,1,2
45,1,4,9,2,6,4,1,1,28,1,2
24,4,4,9,3,1,2,1,2,40,1,2
44,1,2,10,1,9,3,1,2,40,1,1
27,1,8,5,3,13,5,1,2,40,21,2
20,1,2,10,3,11,4,1,2,35,1,2
44,1,4,9,5,10,6,5,1,40,1,2
51,1,4,9,1,13,3,3,2,40,1,2
20,1,4,9,1,7,3,1,2,40,1,2
19,1,4,9,3,7,2,5,1,40,1,2
45,3,2,10,1,13,3,1,2,55,1,1
60,1,4,9,1,13,3,1,2,40,1,1
44,2,4,9,1,11,1,1,1,40,1,1
40,1,7,11,1,7,3,2,2,40,1,1
30,1,4,9,1,10,1,1,1,40,1,2
38,1,2,10,1,4,3,5,2,50,1,2
23,1,4,9,1,4,3,1,2,60,1,2
44,1,6,12,3,5,2,1,2,40,1,2
54,5,4,9,1,4,3,5,2,40,1,2
32,1,1,13,1,9,3,1,2,50,1,2
50,1,12,2,6,13,6,1,2,40,1,2
24,1,1,13,3,14,4,1,1,20,1,2
37,1,4,9,1,6,1,1,1,60,1,2
52,1,4,9,2,4,6,1,2,40,1,2
38,1,2,10,1,4,3,1,2,40,1,2
49,1,11,14,1,10,3,1,2,45,1,1
30,1,1,13,1,14,1,1,1,16,1,1
60,1,2,10,3,9,6,1,2,40,1,1
35,1,4,9,3,13,4,1,2,40,1,2
30,1,4,9,3,4,4,1,2,60,1,2
67,1,7,11,2,12,4,1,1,24,1,2
46,1,1,13,3,13,4,1,1,40,1,2
17,1,8,5,3,12,4,1,2,6,1,2
22,1,2,10,3,8,2,1,2,30,1,2
27,1,13,6,3,12,4,1,2,40,1,2
23,1,4,9,3,12,6,1,1,35,1,2
33,1,6,12,1,13,3,1,2,45,22,2
43,2,2,10,1,13,3,1,2,20,1,2
28,6,1,13,3,9,4,1,2,20,1,2
41,1,4,9,6,13,6,1,1,40,1,2
25,1,2,10,6,6,2,5,1,20,1,2
59,5,4,9,1,4,3,1,2,45,1,2
45,5,1,13,2,9,6,1,1,40,1,2
38,1,1,13,1,11,3,1,2,60,1,1
40,1,4,9,3,12,4,1,1,35,1,2
46,4,4,9,2,6,4,1,2,40,1,2
35,1,6,12,3,10,4,1,1,60,1,2
34,1,4,9,2,9,6,1,1,25,1,2
33,1,1,13,3,13,2,1,2,20,1,2
41,1,4,9,2,6,6,1,1,36,1,2
20,1,2,10,3,7,2,1,2,40,1,2
23,1,15,3,3,12,2,1,2,40,37,2
26,1,2,10,3,9,4,1,1,35,1,2
23,5,4,9,3,5,4,1,2,40,18,2
62,5,4,9,1,4,3,1,2,40,1,2
52,1,2,10,1,6,3,1,2,40,1,2
58,1,2,10,2,12,6,1,1,42,24,2
25,1,1,13,3,11,4,1,1,40,1,2
24,1,1,13,3,10,4,5,2,40,1,2
19,1,2,10,3,2,2,1,2,8,1,2
43,1,2,10,1,10,3,1,2,40,1,2
47,5,4,9,4,6,6,5,1,40,1,2
39,1,4,9,2,12,6,1,1,40,1,2
49,1,7,11,6,8,6,1,2,42,1,2
32,1,7,11,3,13,4,1,2,45,1,2
34,1,2,10,1,9,3,1,2,50,1,1
28,1,4,9,2,13,4,1,2,45,1,2
25,1,2,10,3,6,4,3,1,20,1,2
34,1,1,13,1,9,3,1,2,50,1,1
38,3,1,13,1,10,3,1,2,80,1,1
50,1,4,9,1,10,3,1,2,50,1,1
24,5,2,10,2,8,4,5,2,50,1,2
37,5,2,10,1,14,3,1,2,45,1,1
44,1,2,10,2,7,6,1,2,58,1,1
28,1,2,10,1,11,1,1,1,40,1,2
42,1,1,13,1,10,3,1,2,40,1,1
74,1,2,10,2,6,4,1,1,9,1,2
38,2,4,9,1,13,3,1,2,50,1,2
44,2,11,14,1,9,3,1,2,40,1,2
44,1,3,7,2,7,6,4,1,46,4,2
26,1,4,9,3,7,4,1,2,40,1,2
36,1,4,9,1,12,3,5,2,40,1,2
41,1,6,12,1,10,1,1,1,50,1,1
67,1,5,15,1,9,3,1,2,48,1,1
39,5,10,8,1,14,3,1,2,50,1,2
57,1,12,2,5,3,4,5,1,30,1,2
29,1,7,11,4,13,4,1,2,40,1,2
31,3,1,13,3,5,4,1,1,45,1,2
44,1,2,10,1,4,3,1,2,40,1,2
29,1,14,16,3,9,2,1,2,40,1,2
30,1,2,10,3,8,6,1,1,40,1,2
27,1,4,9,3,4,4,1,2,40,1,2
27,1,2,10,1,11,3,1,2,50,1,2
32,1,4,9,3,8,4,1,1,45,1,2
58,1,13,6,1,12,1,1,1,8,1,2
35,5,2,10,1,2,3,1,2,40,1,2
21,1,4,9,3,8,2,1,2,36,1,2
28,1,2,10,3,13,6,1,2,40,1,2
46,2,2,10,2,10,4,1,2,50,1,2
36,2,4,9,4,12,6,1,1,40,1,2
72,1,3,7,5,6,6,1,1,40,1,2
35,1,4,9,1,7,1,5,1,40,1,2
33,4,7,11,2,13,6,5,1,40,1,1
69,1,3,7,3,7,4,1,1,40,1,2
35,1,4,9,1,7,3,1,2,40,1,2
34,1,4,9,1,14,1,1,1,32,1,2
30,1,3,7,1,12,3,1,2,40,21,2
28,1,1,13,3,4,4,1,2,55,1,2
54,1,1,13,1,11,3,1,2,35,1,1
47,1,2,10,1,9,3,1,2,50,1,1
24,1,4,9,3,8,6,5,1,40,1,2
52,2,1,13,1,9,3,1,2,60,1,1
20,1,4,9,3,8,2,3,2,48,1,2
43,3,11,14,1,10,3,1,2,45,1,2
45,1,9,4,4,12,6,1,1,40,21,2
29,2,4,9,4,13,4,1,2,35,1,2
47,1,11,14,2,10,6,1,2,42,1,2
24,1,4,9,3,13,2,1,2,40,1,2
51,1,4,9,1,9,3,1,2,40,1,2
17,1,3,7,3,11,2,1,2,12,1,2
37,1,7,11,1,13,3,1,2,40,1,1
27,1,14,16,3,9,4,1,1,70,1,2
29,1,1,13,1,10,1,1,2,40,1,1
36,2,6,12,2,11,6,1,1,35,1,2
58,5,1,13,3,9,4,1,1,40,1,2
26,2,2,10,1,13,3,1,2,45,1,2
57,1,4,9,1,11,3,1,2,40,1,1
59,1,4,9,1,13,3,1,2,40,1,2
27,1,4,9,1,7,3,1,2,40,1,2
31,2,1,13,3,14,4,1,2,40,1,2
21,1,2,10,3,11,2,1,1,24,1,2
29,1,2,10,3,6,4,1,2,60,1,2
18,1,3,7,3,12,2,1,2,40,1,2
52,1,13,6,1,13,3,1,2,47,1,1
57,3,1,13,2,9,4,1,2,80,1,2
60,1,9,4,3,4,4,1,2,48,1,1
31,1,1,13,1,9,3,1,2,40,5,1
23,1,1,13,3,6,2,1,1,40,1,2
27,1,4,9,3,11,2,1,2,40,1,2
42,2,5,15,1,9,3,1,2,50,1,1
25,1,2,10,3,14,4,1,2,40,1,2
49,1,1,13,3,9,4,1,1,45,1,2
32,1,1,13,3,14,4,1,2,40,1,2
19,1,2,10,3,6,2,1,2,28,1,2
60,1,9,4,2,12,4,1,1,40,1,2
42,5,8,5,1,12,3,1,2,40,1,2
35,2,6,12,3,5,4,1,2,40,1,2
48,1,4,9,3,6,6,5,1,37,1,2
51,1,11,14,1,13,3,1,2,40,1,1
29,1,4,9,3,13,4,3,2,40,1,2
36,5,4,9,4,10,4,5,2,40,1,2
17,1,13,6,3,12,2,1,1,21,1,2
52,1,11,14,2,9,4,1,1,60,1,2
24,1,4,9,3,13,4,1,2,40,1,2
24,1,4,9,1,8,3,1,2,50,1,2
26,5,1,13,3,9,2,1,2,40,1,2
27,1,1,13,3,12,2,1,1,20,1,2
39,1,4,9,3,8,2,1,2,60,1,2
30,1,4,9,1,4,3,5,2,45,1,2
50,2,4,9,1,10,3,1,2,32,1,2
52,3,1,13,1,11,3,1,2,55,1,2
46,1,5,15,1,9,3,1,2,45,1,1
23,1,1,13,3,11,2,1,1,20,1,2
45,1,3,7,5,12,4,5,1,20,1,2
65,1,8,5,5,3,6,5,1,24,1,2
29,1,7,11,1,4,3,1,2,55,1,2
47,1,8,5,6,8,6,1,2,40,37,2
30,1,4,9,3,5,2,5,2,60,1,2
34,1,4,9,1,11,3,1,2,45,1,1
38,2,4,9,1,11,3,1,2,64,1,2
33,1,2,10,1,10,3,1,2,40,1,1
49,1,1,13,1,11,3,1,2,26,1,1
47,2,2,10,3,12,6,5,1,40,1,2
49,5,13,6,4,12,6,5,1,40,1,2
43,1,2,10,1,13,3,1,2,60,1,1
